ROW     COL     TYPE                TOKEN/ERROR MESSAGE 
9       31      Delimiter           ,
9       33      String              ")"
9       36      Delimiter           )
9       37      Delimiter           ;
10      5       Keyword             END
10      8       Delimiter           ;
11      1       Keyword             BEGIN
12      5       Identifer           C
12      6       Delimiter           .
12      7       Identifer           R
12      9       Operator            :=
12      12      Real                1.0
12      15      Delimiter           ;
13      5       Identifer           C
13      6       Delimiter           .
13      7       Identifer           I
13      9       Operator            :=
13      12      Real                0.0
13      15      Delimiter           ;
14      5       Identifer           P
14      6       Delimiter           .
14      7       Identifer           FIRST
14      13      Operator            :=
14      16      Identifer           C
14      17      Delimiter           ;
15      5       Identifer           C
15      6       Delimiter           .
15      7       Identifer           R
15      9       Operator            :=
15      12      Real                0.0
15      15      Delimiter           ;
16      5       Identifer           C
16      6       Delimiter           .
16      7       Identifer           I
16      9       Operator            :=
16      12      Real                1.0
16      15      Delimiter           ;
17      5       Identifer           P
17      6       Delimiter           .
17      7       Identifer           SECOND
17      14      Operator            :=
17      17      Identifer           C
17      18      Delimiter           ;
18      5       Identifer           C
18      7       Operator            :=
18      10      Identifer           P
18      11      Delimiter           .
18      12      Identifer           FIRST
18      17      Delimiter           ;
19      5       Keyword             WRITE
19      11      Delimiter           (
19      12      String              "The first complex number should be (1.0, 0.0):"
19      60      Delimiter           )
19      61      Delimiter           ;
20      5       Identifer           PRINT
20      10      Delimiter           (
20      11      Delimiter           )
20      12      Delimiter           ;
21      5       Identifer           C
21      7       Operator            :=
21      10      Identifer           P
21      11      Delimiter           .
21      12      Identifer           SECOND
21      18      Delimiter           ;
22      5       Keyword             WRITE
22      11      Delimiter           (
22      12      String              "The second complex number should be (0.0, 1.0):"
22      61      Delimiter           )
22      62      Delimiter           ;
23      5       Identifer           PRINT
23      10      Delimiter           (
23      11      Delimiter           )
23      12      Delimiter           ;
24      5       Keyword             IF
24      8       Identifer           P
24      9       Delimiter           .
24      10      Identifer           FIRST
24      15      Delimiter           .
24      16      Identifer           R
24      18      Operator            <>
24      21      Identifer           P
24      22      Delimiter           .
24      23      Identifer           SECOND
24      29      Delimiter           .
24      30      Identifer           R
24      32      Keyword             THEN
25      2       Keyword             WRITE
25      8       Delimiter           (
25      9       String              "and these two complex numbers are not equal!"
25      55      Delimiter           )
25      56      Delimiter           ;
26      5       Keyword             ELSIF
26      11      Identifer           P
26      12      Delimiter           .
26      13      Identifer           FIRST
26      18      Delimiter           .
26      19      Identifer           I
26      21      Operator            <>
26      24      Identifer           P
26      25      Delimiter           .
26      26      Identifer           SECOND
26      32      Delimiter           .
26      33      Identifer           I
26      35      Keyword             THEN
27      2       Keyword             WRITE
27      8       Delimiter           (
27      9       String              "and these two complex numbers are not equal!"
27      55      Delimiter           )
27      56      Delimiter           ;
28      5       Keyword             ELSE
29      2       Keyword             WRITE
29      8       Delimiter           (
29      9       String              "and these two complex numbers are equal?"
29      51      Delimiter           )
29      52      Delimiter           ;
30      5       Keyword             END
30      8       Delimiter           ;
31      1       Keyword             END
31      4       Delimiter           ;

Number of tokens: 225
